sentence,label
salman bhai muje ek gaddi gift krde yr ?,1
bhai mere papa to pehle peet lete the uske baad paise dete the . . . . . . . . . . par us time ke 2 rupye bhi aaj ke 200 rupye se jayda the :) :),2
"drew peterson may be convicted , but there is still conflict going on http/URL #whenwillitend #localnews #chicago",1
"or kitni 4...,",1
tv to abhi bhi chalu hai,1
Hahahaha,2
"#linsanity "" @someUSER jeremy lin was a +23 for rockets in his debut . that's the 2nd-best plus-minus for him in any game in his career . """,2
crazy i was in a meeting with an old nba player that was picked 3rd before larry bird,1
Han hopefully startup successful ho jaaye,1
Han yaar,0
Salman bhai kaha hai,1
"if you thought that 3jp bhakts will stop ""save this tweet"" kind of remarks, you were wrong. #aapsweep #aapstorm https://t.co/3ww08jdl5u",0
har kisis ki na kisi k sarkar par har baar luat te hain hume par hum kuch keh nhi sakte inhe kyon hum to keh te hai ab ki har hai ek sarkar jo lute hume bar bar,0
"first time listing to red: "" does this diva think she's avril lavigne ? "" 2nd - 54th time: can't . stop . listening .",2
kaafi dino baad nazar aaya udbulaao . . . lgta h south africa jake aaya h #badlapur_aka_layak :p,1
arnab is the first jurno who will return his offc n house 's lands to farmer who sold it to him. bravo arnab. #landacquisitionbill,1
Kya black ladkiyo ko b swiss bank meh bnd kiya gya hai ... D p,0
Bhai 4 baj gaya bhai kaha ho bhai? Please reply karo na bhai,1
duwa karo india ya phir dhoni jite world cup,2
"before fielding bedi, bjp should have known that delhi isn't 'safe' for women. #aapsweep #aapstorm #aapkidilli #kiskidilli",0
Kya kr re o,1
ahaa voh dinnn ! ! ! chupke se paise le ke comics khareedna :p :p aweesomeeee days ! !,2
Sallu bhaijaan ko salam,1
"kruti jain, director @kumarbuilders - budget has increased cost of houses directly by 0.5% due to increase in service tax #unionbudget2015",1
"tayyar ho gaye kab se,ab jaldi aao!",1
Monday,1
hahaha y to game k sath free ati thi . . . but seriously yar isko khel khel k bade hue h hum . . . i still miss those days .,1
Bolo naa kyaa karo salman ?,1
hmmm salman etna intezar krana thk nhi apne fans ko..,1
Chalega tu bhi na ??,1
lv u salmn,2
arvind kejriwal granted exemption from psnl appearance by delhi court in a defamation complaint filed against him by an advocate #aapsweep,1
"#270 I need some IITian+en_suffix frnds , I don't mind boys or girls . If interested add me at this email ID kaaqib@yahoo.in",1
admin ..... 4head pe kis krna meanz care fo ua gf ......!!! tm jda galt na sikha0 use /,1
"parents ko bolo boyfriend dhund de , fir no family problems ! !",1
You will be announcing the winner on 1st April ! How do we know its not a prank ? P,1
my roomie has a decently hot girlfriend since 2 and a half years and he's never had sex . i think i'm more disappointed than he is .,0
hey bhagwan . . . yeh movies bachcho ka satyanash kar rahi hain . . :-o :o,0
"Hiiiii, kya yeh dream hai?",1
great babulal meena,2
"sabse accha tha jab sharma ji ne apne ladke ko maara . . ye drishya wakai frame karne yogya hai . . ek cheez miss ho gyi . . sharma ji ko kehna chahiye tha . . "" 4 log kya kahenge "" :)",0
@someUSER @someUSER can't really remember but i think it was capello's 2nd and we started with 9 or 10 wins and ended with chimenti,2
"espn- indians fire manager acta with six games left: the cleveland indians fired manager manny acta on thursday , . . . http/URL",1
"Kal tu b usi get up me aio . fir jo hse , usse puch lio , pta chl jaega ... itna mt soch ... BTW ye front benchers aise hote h kya ??? o",1
"Itni energy vaala perhaps he koi p.m.raha ho india ka, aapkey liyye bhagvaan se prey kertey hai, sabka saath... Sabka vikas....jai ho",2
"this summer will be the most dreadful summer for delhites. no electricity, no water, aur wifi ha ha ha ha.... #aapcheater #delhidecides",0
guddu bhai agle unit mein gaint mario nd mooon mario bhi aayega . . . . . . . ayyyeeeeee,1
priyanka lao delhi bachao...lekin ab bachane ke liye bacha kya hai? - @sudhirchaudhary. #aapsweep.,1
salman apki sch bht achi hy.... ALLAH PAK sb thek kren gy .ap preshan mt hn. stay blessed,2
Ramzan me sabki madad karte ho aap isiliye vo aaye the,2
acha acha chalo theek hai,1
H hehe,2
"saale etna tou galaxy s hang ni hota , jitni teri english hang hang hang hai",0
"obviously , i am not a fan of dream high 2 and i haven't even watched it ! well , i watched the 1st ep , that's where i heard that song ! ^^",0
Hangman chal Hi kaha ra h ?,1
"Tayyr,hai sllu bhaijaan",1
kal modiji nagpur jar nam len sir he vinti aahe sir,1
but you must tell ki pehle wale mein kya buraai thi,1
Bewkoof bana rha hai koi .Salman itna free nhi hai. Jo chat krne baithey. Fake account hai yeh,0
admi hi tha aur kaun karega ye sab kuch mat socho hamare pm to pura desh chala rahe hai,2
Madhar chod sale kutte ki aoulad salman khan ki ma ka bhosha,0
@someUSER hey sue . so excited to see you at wppi u tomorrow . we're coming don canada and would love to buy you a drink . @someUSER,2
mee . . . india ki lag gyi aaj :/,0
congratulations delhi for chosing @arvindkejriwal as ur valentine cm #aapstorm sweeps #feb10witharnab @timesnow,1
Padhai karle,0
"garbage bin kuch shaadi wadi , padosiyo se ladai , gumne ki trip wagerah ke post bhi dalo . . . . .",1
aap may keep out 3 former ministers from new cabinet - economic times: http://t.co/hppeldgfrd #aapsweep -retweet please,1
Akshat hadg ag stringg ofg affairsg . Rohit beingg mochu blogg likta rehta hai,1
tussi kamal ho faizal bhai . . . . .,2
Soooooooooo lambaaa confession ... padte padte ninni ajayegi ... ' p,1
Sorry frndz salman sir thore bzy hain abi aaty hain 5 mint me.,1
Lata b bol rhi thi bht din se,1
Owsome look bhaijan,2
Padhai hi to chalti hai,1
garbage bin please launch your comics . . . it will be a big hit please . . :),2
Arre,0
Bhikari eid Ka jkate sedka fitra lene aa rha he,0
So sweet of u mam,2
Ap se Sirf ek swal krunga bhi jaan,1
Eid ke phle realese mt krna sir jee..,1
Kal dikhega ka salman ka star dum,2
Kya bhej Rahe ho ?,1
bhai sahab . . . guddu ne jism movie dekhli lagta hai :),2
oye duniya walo sunnn lo zara !!!!! #wewontgiveitback #indvsuae,1
Arya Janaki Hahahahah ... du k page per ... bygod ... khule aam besti h ye toh ! XD! '( . AnMol Dogra,1
Hi Di..,1
aap btao,1
woke up now and saw the score. why was everyone pissed off at the team? it doesnt seem that bad #indvssa,0
to tera matlb har bura kam karne vala aadmi musalman hota h Great thinking h bhai my midle finger salute u,0
Kha khub bahar ka,0
Modiji to apne desh ko aage le jane ke liye bhut kuch kr rhe hai ab desh ke youngest ko jag ne ki bari hai ..... jay hind,2
"gavaskar is so unlucky tht even a uae player naming ""rohan"" wsnt being abl to b there 4 few minutes. #indvsuae",0
everday barking dogs bark against #msgyouthicon online but babber sher @gurmeetramrahim is on his way of human welfare without caring.,0
India ki aan baan shaanone only one salman khan,2
Aisa kar uska band baja uski bandiyo k saamne ..... u'll feel fantastic,0
bhai bahar se khake aaya hun na,1
"Bhai hisar,haryana m aajao",1
waaahhhhh kyaaaaaa baaattt,2
the vow ! love this movie . if you are meant to be with your loved one it will happen no matter what obstacles you may face ! #truelove #exists,2
Abhi saheri Ka waqt bhi khatam nhi hua aur azaan hona bhi baaki hai,1
Is desh ko jarurat h guidelines ki Varna itani jayada aabadi ka desh world no.1 nahi ho sakta.jo vikas ke raste mai aata hai. Usko hamesha ke liye khatam kar do. Chahe wo koi party ho ya galat insan desh ko tarakki chahiye kisi bhi keemat par.,1
eid mubarak love u salman,2
yo yo . . . peeli wali cassette :d,1
Salman Khan Teri film flop jayegi tu musalman nhi h tu kafir h,0
Hey u oll fools who evr hav cmntd against or nt in favor f tis post .. jst to shw tat u r very smart or diff .. u shud nt frgt the one b,1
thank u,1
applications are due this friday november 2 ! ! ! let this video of yes prep senior signing day inspire you as . . . http/URL,2
opposition &amp; critics would be searching for the harsh words &amp; phrases which they can speak out after #railbudget2015 .,0
dude exactly same here ... after 3 years we broke up coz it was affecting my career her caeer and not able to enjoy also ..,1
Oye,0
"rt @insan_divya: #msgyouthicon wo ibadat kis kam ki jisme papa apka khyal na ho, wo ruh kis kam ki jisme tere pyar ka nasha na ho",2
aisa hosla jab yuvi fail hua tha tab bhi dikhata yaar faizal .,1
Woh 200 pageg ki hai,1
haa ab bs yahi bacha h confession page k nam pr -P,0
"\ "" We ourselves feel that what we are doing is just a drop in the ocean . But the ocean would be less because of that missing drop . \ "" -)",2
tu ab keya jitye ga wold cup,1
meri maa 5 mangne pe 2 deti thi 10 mangne pe 5 :d still she is the best,2
Aaj ki party mere taraf se..,1
kejriwal gets a good opportunity to show other state's cm how to work. best of luck. #aapsweep,2
"jennifer hudson , others perform at whitney houston tribute: just before the grammys in february . . . http/URL #fashion #style",1
Ap sub ki firki le rhe ho kya'?,1
zakat milegi is eid pe,2
i just may be the only person who still play temple run,1
dont be upset friend jiska koi nahi hota uska facebook hota he .,2
aur tata wala namak aur tea bechta hai . . infosys ek cyber cafe hai . .,0
kiya kismat hai,1
"shit , yeah , it's thursday , russell howards good news and celebrity juice is on",2
India mein around 65k ka hai.,1
Please Salman sir. Is garib ke lye bhi time nikalen aapse milne ka apointment den,1
kitna bhi daant nikalo par guddu ki hasi ka koi jod nahi . . :d :d asal khushi aisi hi hoti hai garbage bin :),2
jo parsasan ki wife is country me surakshit ni he to ye parsasan aam aadmi ki kya raksha karege khak accha kiya,0
guddu baut agakaari ho gya hai . . . . .,2
loveeeeeee uuuuuuu yaar thak gai tum hi reply,2
SirAapne Jo musalmaano ke khilaaf statement diye wo galat he,0
5 mnt or,1
Password,1
Ami tomar sathe kotha bolte chai Bhaijaan.,1
Mera b Sahi chal ra hai yaar,1
Apne naam se khan hatalo,0
plz cal sallu bhai bangladesh big fan me plz cal +8801719447771 jai ho,2
aisi ummeed nhi thi aapse bhaijaan. . DIL tod diya sbka :-(,0
7:15pm tomorrow night i have a date with denzel ! #flight i can't wait !,2
we're experiencing some issues with fuel tv (ch 39) . should be back up friday or monday .,2
"c'mon cam and the panthers ! u r the missing link in my quinfecta weekend . hard to do . . . app win , unc win , state loss , dook loss , panther win",1
Bhai apni dusri site pe busy hai shayad lekin yaha aayenge jarur,2
"most common nights to order pizza: nye , jan 1 , day before thanksgiving , super bowl sunday , halloween . http/URL",1
"i kissed my gf under eiffel tower , something great to remember for rest of my life . we both are from iitb .",2
in 2012 NSUI Won 3 Seats #ABVP 1 Seat . 1 Speech of Narendra Modi in DUSU & Results are reverse #NaMoMagic+en_suffix,1
hahahahaha . . . . . . . . . . . hota hai aisa . koi na koi panauti baithi hoti hai kahi na kahi pe .,0
"now that aap winning, uganda can ask its citizens to come back. #delhidecides",1
sirf ek ak ne poori bhajpa hilla daali,2
Salman khan sir suna ha ap PAKISTAN ah rahy ha,1
sabse bakbaas was pin ball .,0
bhai i hate u garbage bin u make me cry,0
bhai awesome . sab log seats se chipke raho jab tak wc na jeet jayein hum .,2
Docks par tha,0
india . . . . india . . . . jai hoooooo . . . .,2
"luncher paaji jab biscuit kha rahe hain to "" sudup sudup "" ho rahi hai aur jab chai pee rahe hain to "" chabar chabar "" ? ?",1
"Bhar do jholi meri y Muhammad mujhko Salman sir. S milado, jb tak aap bana d n bigri dr s n jao khli",2
english newspaper laga do :),1
Pakistan kyo jayega salman,1
Abhe 2 mint han yaar,1
yu toh main batlata nahi . . par fikkar teri karta hu main maa . . . . . . . . .,2
@someUSER well tomorrow you have to share a bed with ash . . . . . . . . . . . . . i dont really know what is worse ! !,0
modiji yehi voh desh hai jo hume aur mazbut banayenge,2
sale kamine family ke sath drink party bhi hoti hai tere ghar pe . . . apne baap ke sath kyu nahi drink karta . . ! agar drink party nahi hoti to aaj uske grandpa jinda hote . . . !,1
u got guts gurl dat u're facing ol dis god bless you #respect,2
"danyavad bahi ji,shubharatri ji",2
Aap ka bajrangi baijaan main aap ka naam kya hai,1
desh ko bachane nikle the abhi #kejriwal ko bachane mei zoor laga rahe hai #aap #aapfundingscam #nta9 @sambitswaraj #delhi #hawalaatmidnight,0
"colleague towed the con-line on #landacquisitionbill, before i explained the bill to her. more than con, media is anti-people",0
iam not sure if #reggie realizes this but statistically gary carter is the 4th greatest catcher in the 100+ years of baseball #8 #kid #lgm,2
"bc kisne kaha tha apna alag desh maangne ke liye. mrate raho ab. bijli hai ni, chle the match jeetne #indvspak",0
ye pschyo kbhi winner nahi hota agr salman & farah ka haath na hota .,0
pahle bar sun raha hoon angreji aur hindi main ek sath commentary . . sahi hai . . .,2
"al pacino to play joe paterno in biopic . . this is going to be his 2nd film where he says "" say hello to my little friend "" -@someUSER",1
"haha reminds me of the time , when picked up for getting the chalk was considered to be an honor . . ! !",2
Shadi*,2
missing my family far away . . :( . . . the same way i used to celebrate new year . . .,0
Yahan behisab garmi hai yaar ??,1
bas 1 min aur,1
kitne din tak b'day celebrate hoga oldmonk ka . . . ab is cover ko hata bhi de bhai :p,1
tym kbka ho gya...whr r u,1
I'm superman but salman ka fan,2
#railbudget2015 kaisa raha fir aapka budget?? @manojpnd @mcgautam @chutkla @mahabeerr @ashirbad20,2
i sang an avril lavigne song for the talent show in the 5th grade . . i loved her so much,2
bhai ye grah shobha ke cover page ko back cover bana diya,1
Eid ke din salman apni maiya chudae,0
"\ "" Issues on Indo-china border ? Duh ! Who cares , lets watch salman and srk and enjoy the cricket\ "" ~ indian+en_suffix people policy",1
rita bahuguna arguing still. amazed at the stubbornness of #congress. nikalo aham ki patti aankon se..#delhidecides,1
"#beefban proud to be a #hindu kyuki mera dharm doodh bahane ki ijazat deta hai, khoon bahane ki nahin",2
it's midnight on the east coast which means its @someUSER birthday ! happy 20th birthday nick j ! ! ! ! ! ! ! ! ! ! &lt;333,2
Soootenhi hu ??,1
"Dimag fir gya h admin ka , Abbe AISA is much bettr den nsui n Abvp , huh",0
bulawa ho na ho ham yayege or entjar ke liye chale jaye ge,1
markets reaction to the budget was all over the place excluding late hour recovery...given the hype it disappointed...#unionbudget2015,0
"fuck you , band that covered it on friday night , and fuck you ricky martin for existing in the first place you big jerk .",0
Sir it not fair RAMJAN KA MAHINA HA PICHA RAH GAE HM sayad mukadar me nh tha !,0
#mcg was so blue today that it looked mumbai crickrt ground. #indvssa #worldcup,1
i don't want to take act tomorrow . ):,0
so disappointed with the movie ghost rider: spirit of vengeance . so not better than the 1st ghost rider movie,0
Lagta hai darr gaya#UTurn,0
Salman khan criminal.,0
"hum indians to pen lekar bhi wapas nahi karte , world cup toh bohot dur ki baat hai",2
log eng ki itni ese-tesi kese kr skte h ????,1
rt @mightgiveitback: @bhaiyyajispeaks cock ke cock lag gaye.. #indvssa,0
apni mummy ko bhi item bolta hai kya sale . . . . jerk . . .,0
"#aapsweep aap hi aap ,bhaki sab shaf . puri delhi ki safai ho hai hai",1
"@gurmeetramrahim #msgincinemas poori raat papajiii eh hi sochde rahe k kal nu ki pona,,kida ready ho k jana,,hooting krni aa,dance krna hehe",1
i think i may have a heart attack for jason wu's new collection . so charlotte rampling in the night http/URL,2
hi khadus kya ho rha hai kha ho,1
agar izzat nahi rahi to ucchalo bhi mat yaar ( y ),1
"@someUSER mt@someUSER the baltimore sun reporting that the redskins have just cundiff-ed billy cundiff """,1
the new star sports ad takes the cake. #cwc2015 #starsports #indvsuae,1
"i'm so happy for @someUSER :) she is finally showing the world what she gots ! blake , hey monday , and now just cassadee pope ! &lt;3",2
i've also done this . . . . :d,1
netaji aur laluji ke rishte mein modi ji apna rishta pakka kar aaye! rt @ndtv: sp president mulayam singh yadav praises the #railbudget2015,2
4 baj gaye par baat abhi baaki h,1
koi isko pani pilao re baba . . . tharki insaan . .,0
Abe dhkan ... 3 idiot thodena chal rhi h ... ki kuch bi bkwaas krega or job mill jayegi .. Dat ws just a normal ques ... D,1
thand ki wajah se life ek dum lul ho gyi hai . . .,0
hilane hi to gai to ls election me aur khud hil gai thi,0
Plz mera dream true kardona bhaii,1
"bloody idiot confessor , take ur MAYBE in ur hole , Idiot abey itna confuse toh koi ek tarfa aashiq bhi nahi hota , itna MAYBE hi karna tha toh confession hi kyu daala , beer ke baad pauua pi ke soja ta ...",0
Bete sahi h,2
Nic pic salman,2
Uberg h tere paas ? ?,1
Koun bolhata hai Saadi nahi hogi ..meri aur Salman ki saadi hogi 2016 ..October ..first week :) :),2
i have played through mass effect 3 16times and just started my 17th run only diffrence thia time is default femshep xd,1
modi ji flop ho gai ye bhi apki rally modi lehar delhi me nahi rahi hehehe,0
Salman aaja ghar mere eid par,1
"was a gloomy day . but when i saw delhi poll results ,it gave me great laugh. thanks delhi. #delhidecides",2
Hum to,1
naye bat ka throw kholne ka apna maaza tha bhai . . .,2
mene b exactly same banaya tha . . . . feelin so emotnl . . . hats off faisal . . . love uuuyyy,2
Bhai 4 baj gye h,1
red delays new price anouncement till tomorrow 6pm . sounds like they want to dig for sony prices some more .,1
rt @gareebguy: kisan ki zameen lelogay toh bichara atmahatya kaha karega? #landacquisitionbill,2
Loan process k liye,1
Uski mail par tujhe ek,2
bhai bolo to sahi,1
100 ban gaye aab khush ghar jaaaoo uae #indvsuae #bleedblue,1
Kyo modi ji bihar ke yua berojgar hi rhenge. Bihar ki gandi rajniti me sare yua piss rhe h,0
"koi dusraa naam nai mila kya, is se pehle bhi Hero naami kayi filme pit chuki hai..",0
dr . mohamed morsi announced as egypt's 1st elected president after the glorious 25th of jan revolution . congratulations to #egypt !,2
vow is likely to return from a midsummer break in the prix de royallieu at longchamp on saturday . http/URL,1
kya pagalpanti hai . . . ghar se bhag jana kisi problem ka solution nahi hai . . . be brave yaar . . . aur sach bata de sabi ko .,2
an estimated worldwide tv audience of one billion will make it the most watched cricket match in history.#iccworldcup2015 #cricket #indvspak,2
kya karna hai,1
vrryy vrrrry nicee trailor,2
aaj ki party fb pe salman bhaijaan ki tarf se,2
@someUSER what do you expect thursday ? are you going to pull out that mikey magic on duels day again ? #hopeso,1
""" @someUSER i want tang jun for christmas . "" i want him on valentines as well ! ! !",2
"With nanotechnology era coming along , interdisciplinary research thinking is coming along and for that any engineering or science studies would do D",2
sweet cute childhood wali harkaty . . :),2
Bde log ??,1
Ohhhh mai nai gyi Jaana b mat.. Pagal ho jygi,0
kaisa hai sallu bro...,1
aaj stuart binny ko khalana chahiye tha dekhna tha tond ke sath bhagte huye kaisa dikhta h #indvsuae,0
Salu phone numbe ka sawal hai baba :P,1
Tum mere jaan ho bhai plz 1 bar call ya msg tu h to bola tha like ya comment karo tum padty ho na .,2
"first 24 hours in london got given a free rail card , saw 3 squirrels going to work , may have found a home &amp; there's big alan rickman posters",1
mast hai bahi,2
my salman khan,2
apple ceo apologizes for error-ridden new map app - apple ceo tim cook apologized friday for the company&amp;#039;s erro . . . http/URL,2
Kay kahna chah rahi ho,1
Koi change na kara,0
New game bheja hun ek mail check kar,2
Toh kya hua .. Khali road par,1
".dramsinghvi, congress leader: it is well belong an happy budget #railbudget2015 #uhf",2
Scienceg koi nhi le rha h,0
ur evy post seriously sab kuch yaad dila dete hein,2
main delhi hoon. main hindustan ka dil hoon. ab dil par kabza ho gya hai.,1
#rahulonleave when is #rahulgandhi taking voluntary retirement from indian politics?? would be best for india and indians.,1
read 45 pages of #landacquisitionbill passed by upa &amp; 4 of the #landordinance by nda again. @narendramodi should go ahead with it.,1
ppar ana h ye pakka hai,1
ab yaad aa rha hai apna bachpan kahan beeta :d,1
mein sochta tha coin wale video game ki shop pe cd wala playstaion1 chura lunga ek din haha plan bi tyar tha haha :p,0
Projectg honoursg se relatedg hai,1
Koi bhi yeh chutiyo Salman Khan picture nahi dekhne musalmano be care ful picture ko flop karne ha,2
Salam bhai Jumma mubarak,2
Kha h aap pls kbhi aek msv kr dijiye plss I realy miss u,2
commanding performance by india today with the ball. #indvsuae #cwc15,2
sabki jaan salman khan.,2
udbilaao bechara laat-ghuse kha raha hai aur luncher paji ussi ke chips hazam kr raha hai . . :d,1
have bol k modiji ki jay . . . .,2
"#215 Back when they didn't note down visitor info at H-10 , I have lived an entire night and half a day in a girl's room ( slipped out after the morning watchie shift changed ) .",0
aaj to jitna hai .,2
katai ashleel launda ha guddu :p,0
Bank mein h,1
"@someUSER the 1971 act lumps it in with president's day and other "" monday "" holidays so that federal employees get a 3 day weekend",1
"modi bedi , good combination",2
Bakwaas hai bhai..Bas apne movies pey lagao. BB 500 Crore minimum guaranteed!!!,2
Nayi h yr,0
Salman bhai ma Pakistan sa hun main aapka bht bara fan hun or ma aapko milna chta hun mari ya khoish hai,1
kejariwal ko guddu se nautanki ki classes leni chahiye . . . . . :-(,0
Ary bhai love. Phr jb b awo gy aunga. Ap ko request byjta hun link mel gya.,1
#khader exists israeli high court will hear case of khader adnan on thursday . that may well be too late . where are the protests ?,1
mst,1
kaash contra ki padhai hoti to koi teacher bura nahi lagata or na hi koi kahta ye teacher theek se baat nahi karti . hmmmm . . . .,2
rt @dadarknighty: that awkward moment when it's safer being a cow than a woman. #beefban,0
Kam karwa dunga,2
"plz search google name of mukhtar abbas naqwi wife and his father in law name , sahnawaz husain wife also aankh khul jayegi . . .",2
OK bye bye lagta hai it's just fun .,1
apne to kuch kiya nai siwai photo khichne ke . . .,0
Kaha ho tum,1
lucky bhai ki frd list mei ho skti h wo,0
"bill murray: yeah , on monday i am off to meet infinity ward about the next game , modern warfare 4 , im doing work on the sequel to mw3",1
11 . lagatar badh rahe baazar mein crude oil ke daam ab lagatar ghat rahe hai,2
"tv par pehle parade dekho , fir tirangaa :d",1
use western style toilet . . mobile ke girne ka koi chance nhi :d,2
bs ldkiyo ki wjh se page chl rha h ye hdd h yr,2
ye tumse na ho payega . . .,0
Tumne bola ki jb aauga tb miluga tujse pr milenhi naa??? ?,1
salman sir apke being human trust ki small cities me bhi requirement hai ..pls. jitni jyada ho sake utne logo ke madad kejiye....and BAJRANGI BHAIJAAN Ki JAI HO.,2
@shivithukral puppet masters hv snipped off the strings since pappoo is not listening to his mummy #rahulonleave read @abdullah_omar tweets,1
@arunjaitley ji hamne bjp ko vote diya ke kuch achcha hoga lakin lagta hai bas badi badi baaten hogi @narendramodi #unionbudget2015,0
Condom ke add par agar tere ghar walo ne channel change na kiya hota to tu bach skta tha -P,1
bjp layo dilhi bachao .,2
oscar lvl performance ;-),2
yess..!! amla b gya @chandankaushik !!! #indvssa #savsind #wontgiveitback tere liye live updates bhai :d,1
ab desh sadhvi se janna chahti delhi me kiski sarkar bani hai ramzade ki ya haramzade ki. #delhidecides #aapsweep #delhivotes #aapkidilli,0
india teem me kya ho raha hai,1
this next superbowl is on my (21st) birthday . random fact of the day .,1
@someUSER mr . monday night just made my thursday night' ! ! @someUSER #mohrstories,2
Okies dokies,1
@gurmeetramrahim #mustwatchmsg #blockbustermsg baapu g same 2 u. baapu g shivratri to hum msg dekh kr manayenge.,1
"garbage bin bhai yaad hai in south africans ek ek tournament mein dhokha diya tha apne ko , saale tournament se out the , humse haar jaate to apan final pahuchte , par nhi , . . . . aaaj ki jeet usi ka badlaa hai",0
@gurmeetramrahim #msgincinemas #msgincinemas muje rab jo khe tuje chhor du na na naaaaa...aise rab ki m bndagi na chhor du,1
salamin alaykum salman khan jumma bubarakho how are you,2
Double bed size,2
Agar aap na media mein ya kha hoga ki musalmano ki bigar bajrangi bhaijaaan hit karunga then u are a foll,0
"Seedha seedha bol tik ke rehna ae to rehla zyada macha mat , uske baad rahe to sahi na rahe to b sahi ( y )",0
duniya ki koi takaat hata nai sakti . . india se pakistan world cup mein jeet nai sakti . . hahahah,2
"DELHI METRO CONFESSION pe Bhejna tha na idiot , Yh DU CONFESSION h sayad u dnt knw p",1
too good yr . . .,2
contra mein double player khelte waqt jab kisi ki chaal khatm ho jati thi toh c ka button dabakr saath wale ki chaal utarne ka maza hi kuchh aur hua karta tha . . . .,2
also need to be at least accredated in act or rebt before the end of 4th yr .,1
Kuch Ni baitha hu,1
"man , i am going to change my vote based on axl rose's opinion said no one ever . politico: c'mon man http/URL",1
abe mast hoga aisa school . . . . mere aane par toh ladkiya hi top marengi guddu . . . . . . bach ke . . . . aur aajkal itne active kyu ho rahe ho ? :p garbage bin,2
And lemme know.,2
why nothing to address the chronic spitting that goes on in trains and stations? #railbudget2015,1
jhoot . . . i boycaat this news . . . ye deshbhakt baba ko badnaam karne ki saazish hai,0
congress ne bachpan bacho aandolan shuru kiya #aap #bjp #delhi #congress #delhidecides #aapsweep,1
Modi jorj aage bado ham tumhare sath hai jai Bharat....,2
"It does nt matr whch colg u hav been admitted to , it matters how wel u score ... everywhere ppl keep on saying status status .. bored of d fucking word status |",1
Pata nehi ap msg dekh rahe ho ya nehi,1
Chaye bechate bechate desh mat bej Dena,0
arae oye hard rock kae diwane ... tujhe metal chaiye na toh aapne dad sae bol .... yha faltu ka confession karke sabko mental mat kar ....,1
Abe ismail pakistan me chal v jaegii to 1 cror se jada okat kya h tum logo ki be,0
"Polio wala pair , peace k liye kaise use hoga ??",1
don't worry edmonton tomorrow morning your main streets will be clear and ready for you to drive on ! ! ! ! i better go to bed,2
rt pinkinarang1992: rt sheenaminsan: agar humanity ko bachana hai..to msg dekhne jrur jana hai #mustwatchmsg #blockbustermsg,2
rt @sunchikapandey: .@sachin_rt just spotted you taking a selfie :-) tweet please ! #indvssa,2
@someUSER grow it out . i wanna see a part in the middle and bali beads either side before the 31st of fan .,1
bhai . . craft ke exam ke din to papa ka scooter aur mummy ki craft . . bas ban gya craft a,2
Salman Bhaijaan ye sab un logoo ki chal hai jo ye chahtai hai ki app ki image ko nukshan ho,2
Namaskar didi,1
burger &amp; blonde friday today @someUSER crows nest $2 . 00 pure blonde with any burger purchase !,1
hmm hrt touching moVieeee,2
"thank you snow for cancelling classes today . now you may stop snowing , so that i can drive to chapel hill tomorrow . i'd really appreciate it",2
bhai ki bat hi alag hai. . .sb se hat k. . .bhai salman. . .,2
"being in amsterdam this early on a friday morning is not my ideal , i just want to get home !",0
Girls k paas hamesha itne option hote ki wah decision nahi le pati . hamesha behtar ki khoj me pareshan rahti hain .... aise me jab wo thak jati hain to zindagi unhe ek aise aadmi k sath zindagi bhar k liye dump krti h ... jise wah na nigal pati h na ugal pati h ... to girls dhyan rakhe boys k pas optn bhale kam ho par max boys girlfriend k sath loyal hote hain ....,1
"@someUSER what lies have they told ? catholics may have been 'ethnically cleansed' in some areas but protestants got it worse , no . . .",0
"jo hua is sad , lekin pakistan me hua to mai khush hua .",0
for my 18th birthday i want a lap dance from that fat chick in rella .,1
Who will bear that,1
shan ki kick to awesome hai yaar . . udbilao ki tashreef uda di . . :d,2
Abe deadline kab thi,1
Mein apke sath jacqueline ka b fan hun,2
kya din they vo bhi : ?,1
Ja,1
"Bas BC pehla match jeet lo , BC world cup to pehle bhi jeeta hai ~ Kohli",0
i smooth just set aside 2 stacks for the grammys in february .,1
guddu bada ho chuka hai . . . .,1
Koi mumbai s h to contact karo ... urgent h,1
the pain is far deeper than a billy cundiff missed field goal . gotta wake up and forget about it tomorrow . #orioles #stayhungry,1
salman ne ye twitter k lie kaha hai qk salman ka ye post twitter se hi liya gya hai.....toh hmlog yahan kya kar rhe,1
bhai allah hafiz namaz ka waqt hone waala hai hum ja rahe hai.. par bhai aapse ek choti si reqwest hai aap agar chat karne aao to pls mujhe na bhul jaana...,2
Tu bata ? ?,1
sir meri tbiyt kharab thi . . cough thi khu khu khu khu khuuuuuuu khuuuuuuu . . .,0
Khud kisi intrview m fail ho gya hoga ... or koi intelignt si girl select ho gai hogi .... . Bhadak gya h .... . Guys hav sympathty for Admin D P,0
should'nt have watched the grey last night because walking down a dark driveway when the sun decides to play hookie is not a good time .,0
Apna project/eng kya hai,1
fav bhana tha ye copy ghar reh gai . . .,2
where is lokpaal,1
"khiladhi bhaiya , , , , , , ,",2
did #nike just pull off a broadcast coup when #starsports asked fans endorse #bleedblue. never know. #indvsuae http://t.co/nxfytfnisw,1
Kute begherat khabees benamos kafir k bache teri itni himat,0
repuvlic day ke din milne wale laddu ke samne sabi sweets fail hain,2
headlines in n . o . paper tomorrow . denver run all over the aints ! ! ! !,2
