sentence,label,clean-sentence
hmmm ,0,hmmm
"49 days ka sarkar, sirf ek trailer tha. picture abhi bakhi hain mere dost. hum honge kamyab. #aapsweep #delhidecides #aamaadmikisarkar. #aap",2,"<NUM> days ka sarkar, sirf ek trailer tha. picture abhi bakhi hain mere dost. hum honge kamyab. #aapsweep #delhidecides #aamaadmikisarkar. #aap"
"sir, can't wait fr #Bajrangi_bhaijaan <3",2,"sir, can't wait fr #bajrangi_bhaijaan <<NUM>"
ambuja cement se chipka do guduu ko .  . ,2,ambuja cement se chipka do guduu ko . .
Chaalu ladki ,0,chaalu ladki
luv u mom .  .  .  .  .  .  . ,2,luv u mom . . . . . . .
itne dino baad shaving karwai thi confession padte padte fir se osama jasi daadi agai  .  :/,1,itne dino baad shaving karwai thi confession padte padte fir se osama jasi daadi agai . :/
28 lacks chinese farmers suicided in just 10 years after similar #landacquisitionbill enacted in china for industrialization.,1,<NUM> lacks chinese farmers suicided in just <NUM> years after similar #landacquisitionbill enacted in china for industrialization.
@insan_honey: #msg3successfulweeks http://t.co/nt55x2vxey sry to.say but have u seen.sting operation,1,@insan_honey: #msg<NUM>successfulweeks http://t.co/nt<NUM>x<NUM>vxey sry to.say but have u seen.sting operation
excited about @someUSER for mac .  .  . november 8 can't come soon enough !  clear for ios + mac = minimalistic todo list nirvana . ,2,excited about @someuser for mac . . . november <NUM> can't come soon enough ! clear for ios + mac = minimalistic todo list nirvana .
@arvindkejriwal @aamaadmiparty anjaam se kya darna aagaaz kar ke dekh; bheego koi paroon se parwaaz kar ke dekh #aapsweep #aap,1,@arvindkejriwal @aamaadmiparty anjaam se kya darna aagaaz kar ke dekh; bheego koi paroon se parwaaz kar ke dekh #aapsweep #aap
Waoo.salman nice yar,2,waoo.salman nice yar
I wsh u a vry vry hppy eid mubarak.,2,i wsh u a vry vry hppy eid mubarak.
Abbe subah subah kya ho gya tujhe admin ??? Ja k chai pi or hme v pine de ,0,abbe subah subah kya ho gya tujhe admin ??? ja k chai pi or hme v pine de
Agar Salman khan musalman h to allah se toba kare or apne gunaho ki mafi mange nhi to dunya me bhi usko koi jagah nhi milegi or aankhirat me bhi,1,agar salman khan musalman h to allah se toba kare or apne gunaho ki mafi mange nhi to dunya me bhi usko koi jagah nhi milegi or aankhirat me bhi
the reaction of karnataka ministers on #railbudget2015 is like they have prepared answers and curclulate over watsapp ..#karmakanda,1,the reaction of karnataka ministers on #railbudget<NUM> is like they have prepared answers and curclulate over watsapp ..#karmakanda
Pak foje zinda bad <3,2,pak foje zinda bad <<NUM>
"rt @bmradvisors: #taxation :individual taxpayer can get benefits up to rs. 4,44,200 #budget2015 #unionbudget2015",1,rt @bmradvisors: #taxation :individual taxpayer can get benefits up to rs. <NUM> #budget<NUM> #unionbudget<NUM>
Ohh ,1,ohh
last wala punch mast tha,2,last wala punch mast tha
Bhagvan ka kam karna sub se mukya darm hai.,1,bhagvan ka kam karna sub se mukya darm hai.
"#cwc15: pitch report from the @waca_cricket ground, perth. live: http://t.co/zyfccm53z5 #indvsuae #waca #ind #uae http://t.co/bmxcbtplgt",1,"#cwc<NUM>: pitch report from the @waca_cricket ground, perth. live: http://t.co/zyfccm<NUM>z<NUM> #indvsuae #waca #ind #uae http://t.co/bmxcbtplgt"
Nhi nhi thanks nhi 3 logo ko aur bta dena,1,nhi nhi thanks nhi <NUM> logo ko aur bta dena
i think i may know the story of the party nail .  salina gomez jammed her finger the night before the grammy awards .  i rock a party toe today ! ,1,i think i may know the story of the party nail . salina gomez jammed her finger the night before the grammy awards . i rock a party toe today !
bhai 4bje ayenge,1,bhai <NUM>bje ayenge
#delhidecides ki humey to sabh kuch free chahiyae .. abh kuch paise nahin dengey :p,0,#delhidecides ki humey to sabh kuch free chahiyae .. abh kuch paise nahin dengey :p
EID MUBARAK BHAIJAN. .,2,eid mubarak bhaijan. .
Yo yo broda ,1,yo yo broda
n wadra nai janta ki main kaun hoon  .  .  .  .  i guess koi nai janta  .  .  .  he he  .  :p,2,n wadra nai janta ki main kaun hoon . . . . i guess koi nai janta . . . he he . :p
gauti won,2,gauti won
yaar garbage bin .  .  . aap jo bachpan ki baarik se baarik baatein canvas par laate ho .  .  . mujhe visualize hone lagta apna wo time .  . when it all actually happened,2,yaar garbage bin . . . aap jo bachpan ki baarik se baarik baatein canvas par laate ho . . . mujhe visualize hone lagta apna wo time . . when it all actually happened
so tomorrow gonna stay for the game with israel yay:d,2,so tomorrow gonna stay for the game with israel yay:d
Gn ,2,gn
land conservation announcement monday: gov .  mitch daniels and lt .  gov .  becky skillman will make a lan .  .  .  http/URL #nashville,1,land conservation announcement monday: gov . mitch daniels and lt . gov . becky skillman will make a lan . . . http/url #nashville
kitchen garden me kheti karnewale log aaj media panel me farmers ko represent kar rahe. #landacquisitionbill,2,kitchen garden me kheti karnewale log aaj media panel me farmers ko represent kar rahe. #landacquisitionbill
"londe ko thoda bada karo ab ,  valentines day aa raha he .  .  .  .  .  .  . ",2,"londe ko thoda bada karo ab , valentines day aa raha he . . . . . . ."
"@emp   What u got man ....???? It is written by a girl and as u r not Indian u may not know what is \ "" SCORE\ "" !!! ",0,"@emp what u got man ....???? it is written by a girl and as u r not indian u may not know what is \ "" score\ "" !!!"
its funny how impatient everybody is  .  just cheking out each and every increment in the rupee  .  this nation is not even a 100 yrs old yet  .  and everybodys flyin in the air  .  the height of egotism  . ,0,its funny how impatient everybody is . just cheking out each and every increment in the rupee . this nation is not even a <NUM> yrs old yet . and everybodys flyin in the air . the height of egotism .
abay salay chor ye dialouge tunay THE VIRAL FEVER K episode say churay hai .. or likhta tah meri kahani .. madarchoo##### chor ,0,abay salay chor ye dialouge tunay the viral fever k episode say churay hai .. or likhta tah meri kahani .. madarchoo##### chor
aBHI SE SALMAN BHAI TENSION MAI HAHAHAHAHAHAHA,0,abhi se salman bhai tension mai hahahahahahaha
amit ji kaha h ?  ? ,1,amit ji kaha h ? ?
rt @pmishra_news24: #aap supporters outside party office @east patel nagar #delhidecides @news24tvchannel http://t.co/kokihmjd20,1,rt @pmishra_news<NUM>: #aap supporters outside party office @east patel nagar #delhidecides @news<NUM>tvchannel http://t.co/kokihmjd<NUM>
Rock salman bhaijaan jaisa koi ni,2,rock salman bhaijaan jaisa koi ni
Hmm ,1,hmm
Project toh mujhe bhi nhi samajh aaya but kuch kuch likh Diya hun ,1,project toh mujhe bhi nhi samajh aaya but kuch kuch likh diya hun
records on the line as world cup race resumes - fabio capello's russia face portugal in the pick of friday's 2014 fi .  .  .  http/URL,1,records on the line as world cup race resumes - fabio capello's russia face portugal in the pick of friday's <NUM> fi . . . http/url
yaar bhai jaisa to aur koi paida hi nahi ho sakta I LOVE YOU BHAI,2,yaar bhai jaisa to aur koi paida hi nahi ho sakta i love you bhai
As usual ,1,as usual
"me .  tv laptop and phone ,  sab hai samne :d :p",1,"me . tv laptop and phone , sab hai samne :d :p"
etna lamba kon padhega ?? admin es post ko ek bilaand chhota kar do !! ,1,etna lamba kon padhega ?? admin es post ko ek bilaand chhota kar do !!
Salman bhai tension mat lo....hum is ovaisi ki baaton me nhi aane wale.....movie super duper hit he,2,salman bhai tension mat lo....hum is ovaisi ki baaton me nhi aane wale.....movie super duper hit he
playstation vita ordered .  i should have it on tuesday and then lbpv the tuesday after that .  :),1,playstation vita ordered . i should have it on tuesday and then lbpv the tuesday after that . :)
soul train 70's halloween party sat oct 27 http/URL adv tixx $10 - $15 wt out costume $20 at the door .  .  . http/URL,1,soul train <NUM>'s halloween party sat oct <NUM> http/url adv tixx $<NUM> - $<NUM> wt out costume $<NUM> at the door . . . http/url
Kar to liya ,2,kar to liya
Aap ko letter b likhy hain shayd ap tk puhnch jaye....,1,aap ko letter b likhy hain shayd ap tk puhnch jaye....
mauke par marenge chokka..#maukamauka #indvssa #indiaindia,2,mauke par marenge chokka..#maukamauka #indvssa #indiaindia
Aur  photos  bhej  na ,1,aur photos bhej na
bhenchod alfredos jaane ka kya fayda ab? #beefban,2,bhenchod alfredos jaane ka kya fayda ab? #beefban
kyun maze le rahe ho .  .  .  .  office main starsports . com referesh kar kar ke match dekh rahe hai,1,kyun maze le rahe ho . . . . office main starsports . com referesh kar kar ke match dekh rahe hai
kejri jhootha hai,0,kejri jhootha hai
Yahi toh prblm hai ki ab hamara samaj kisi ki soch ko dekhkar uske bare mei apna vichaar prakat nahi karta balki aaj samaj vesbhusa ko dekhkar apne vichaar prakat karta h . jo ki bilkul galat hai ,1,yahi toh prblm hai ki ab hamara samaj kisi ki soch ko dekhkar uske bare mei apna vichaar prakat nahi karta balki aaj samaj vesbhusa ko dekhkar apne vichaar prakat karta h . jo ki bilkul galat hai
apni kisi frnd ki help le ya sb thik ho jayega ...  ) ,2,apni kisi frnd ki help le ya sb thik ho jayega ... )
"@gurmeetramrahim #msgrevolution #msgyouthicon yeh sab aap ji ki dya hai pyare murshid ji, hamein bhi rehmat dena ke jiyada parmarth karein",2,"@gurmeetramrahim #msgrevolution #msgyouthicon yeh sab aap ji ki dya hai pyare murshid ji, hamein bhi rehmat dena ke jiyada parmarth karein"
Kaha jae hm shareef se seedhe ae bacche ?? girls chng ur mind plzz ..  '( ,1,kaha jae hm shareef se seedhe ae bacche ?? girls chng ur mind plzz .. '(
kj ne khola srab ka fektari aaj bombay police ne khulasa kiya,0,kj ne khola srab ka fektari aaj bombay police ne khulasa kiya
"@someUSER no thank god it died down tuesday morning ,  i woke up and it was gone !  we just need to recover from it !  plus nj might have a",2,"@someuser no thank god it died down tuesday morning , i woke up and it was gone ! we just need to recover from it ! plus nj might have a"
acha acha ,1,acha acha
be looking for us this friday @ elon university for campus fest !  learn more about the loft and check out how you can win the new kindle fire,1,be looking for us this friday @ elon university for campus fest ! learn more about the loft and check out how you can win the new kindle fire
1 baat or jb itne bde page ka owner hai to GA__mrnae aya hai .. ,0,<NUM> baat or jb itne bde page ka owner hai to ga__mrnae aya hai ..
i still remember  .  .  . during sharjah matches .  .  .  . the scene was use to be the same :) sachin jab tak khel ra hai hilnaa mat,2,i still remember . . . during sharjah matches . . . . the scene was use to be the same :) sachin jab tak khel ra hai hilnaa mat
chal chutiyee zindagii issi chutiyaap mei nikaal dena gaandu !! ,0,chal chutiyee zindagii issi chutiyaap mei nikaal dena gaandu !!
Prabhansu/eng sirg ke ghar waale aayenge . . Unhone phng diya h dene ke liye ,1,prabhansu/eng sirg ke ghar waale aayenge . . unhone phng diya h dene ke liye
bhai totlly phadu super hero h nagraj ... hollywood ki trh bollywood me bhi inki muvies bnni chahiye ... wese doga ki new muvi bn rhi h nxt year tk ajayegi .... ,2,bhai totlly phadu super hero h nagraj ... hollywood ki trh bollywood me bhi inki muvies bnni chahiye ... wese doga ki new muvi bn rhi h nxt year tk ajayegi ....
"i gotta play that  "" friday ""  track by flatbush zombies to finish a great day . ",2,"i gotta play that "" friday "" track by flatbush zombies to finish a great day ."
Yhi h abhi whtsapp pe ,2,yhi h abhi whtsapp pe
"@rahulkanwal yes, it's an oddity to debate it about a month after an affidavit in sc on day #railbudget2015 has got accolades from all over!",0,"@rahulkanwal yes, it's an oddity to debate it about a month after an affidavit in sc on day #railbudget<NUM> has got accolades from all over!"
Kahan ho aap bhai,1,kahan ho aap bhai
all of them who were tweeting #indvssa have suddenly disappeared! bechare soye nahi hai subah se!,1,all of them who were tweeting #indvssa have suddenly disappeared! bechare soye nahi hai subah se!
"@jayajsthediva diii..u done a fab job in the movie...ur role is superb...papaji ki ladli beti ho ap..u r so lucky jii."" #blockbustermsg",2,"@jayajsthediva diii..u done a fab job in the movie...ur role is superb...papaji ki ladli beti ho ap..u r so lucky jii."" #blockbustermsg"
Kya  ho  rha  h ,1,kya ho rha h
Arrrrrrreeeeeeee ,1,arrrrrrreeeeeeee
nhi . . . kal bharunga ,1,nhi . . . kal bharunga
"@someUSER just noticed you using the spanish abbreviation  "" no sure ""  ,  no ?  think you're missing rafa ,  mon brave",1,"@someuser just noticed you using the spanish abbreviation "" no sure "" , no ? think you're missing rafa , mon brave"
dhoni bap banne vala h kya,1,dhoni bap banne vala h kya
you always make me feel free out of my stressy schedule thanks soo much,2,you always make me feel free out of my stressy schedule thanks soo much
what a nice performance .  .  . ,2,what a nice performance . . .
are wo ladka sex ka bhukha hoga yar just 4get hm love dil se kiya jata hai na ki physical relation se  .  agar bf gf dono sehmat ho then its ok otherwise its not,0,are wo ladka sex ka bhukha hoga yar just <NUM>get hm love dil se kiya jata hai na ki physical relation se . agar bf gf dono sehmat ho then its ok otherwise its not
i think the last timw i went trick or treating was probably in the 5th grade .  i dress up as avril lavigne !  i was obsessed with her back then,1,i think the last timw i went trick or treating was probably in the <NUM>th grade . i dress up as avril lavigne ! i was obsessed with her back then
rt @sonamandeep: @gurmeetramrahim there isgreat revolution in the history of the world becoz #msg3successfulweeks,2,rt @sonamandeep: @gurmeetramrahim there isgreat revolution in the history of the world becoz #msg<NUM>successfulweeks
"Tujhe samajhne me itna time laga ? joota nikal k marna tha Saale ko , pehli hi gaali pe ",0,"tujhe samajhne me itna time laga ? joota nikal k marna tha saale ko , pehli hi gaali pe"
"#beefban what a secular hypocrisy india had,it's now trend to make fun of sentiments of hinduism.",0,"#beefban what a secular hypocrisy india had,it's now trend to make fun of sentiments of hinduism."
undertaker yukozumna would have good choice  .  .  . john cena to kal ka chhokra hai  .  .  .  jis time me guddu hai in 90s  .  .  .  .  (y),2,undertaker yukozumna would have good choice . . . john cena to kal ka chhokra hai . . . jis time me guddu hai in <NUM>s . . . . (y)
😣😞😒😌😔 ,1,😣😞😒😌😔
"2014 me badla lena h Congress se , we r with Sikhs ",0,"<NUM> me badla lena h congress se , we r with sikhs"
ek gag banata hai ispar,1,ek gag banata hai ispar
ruk ,1,ruk
aaj ki party bhaijaan ki tarf se fb par,2,aaj ki party bhaijaan ki tarf se fb par
3rd mariah song of the night and nooooooooo .  that was so bad .  #xfactor,0,<NUM>rd mariah song of the night and nooooooooo . that was so bad . #xfactor
"bilawal bhutto : lawange lawange! #kashmir lawange! yaar, pehle india ke wicket toh le lo #indvspak",1,"bilawal bhutto : lawange lawange! #kashmir lawange! yaar, pehle india ke wicket toh le lo #indvspak"
Salman bhai mujhe bhi aana hai,1,salman bhai mujhe bhi aana hai
Gand  faad ,0,gand faad
Thk h .... nobody knew it wud b dat bad ..... ,1,thk h .... nobody knew it wud b dat bad .....
lovely day in edmonton .  game cancelled today .  looking forward to tomorrow .  http/URL,2,lovely day in edmonton . game cancelled today . looking forward to tomorrow . http/url
Bhaijaaaannnnn ab tuuuuu aajjjaa,1,bhaijaaaannnnn ab tuuuuu aajjjaa
yaad diladi  .  .  admin ne  .  .  .  maza aagaya,2,yaad diladi . . admin ne . . . maza aagaya
Ha jao jao kon rok rha h tumen,2,ha jao jao kon rok rha h tumen
and that too the same game starting with different levels .  yeh apne time ka sabse bada scam tha :p,0,and that too the same game starting with different levels . yeh apne time ka sabse bada scam tha :p
Tu ye bta ki college life mai pdta kaun hai ?.. Chutiya ... Pass hone wale bina book touch kree bhi pass ho skte hai .. Bss classmai+hi_suffix mind open rkho .. ,0,tu ye bta ki college life mai pdta kaun hai ?.. chutiya ... pass hone wale bina book touch kree bhi pass ho skte hai .. bss classmai+hi_suffix mind open rkho ..
"#284 : do you have the mobile number of any girl  ,  i am looking to make friends only  .  i will not share my name  . ",1,"#<NUM> : do you have the mobile number of any girl , i am looking to make friends only . i will not share my name ."
only one reason contender is modi  . he also dedicated to country,2,only one reason contender is modi . he also dedicated to country
are is takle k bhi bajao .  .  . sale ko khane se fursat nhi .  .  .  . ,0,are is takle k bhi bajao . . . sale ko khane se fursat nhi . . . .
"lucky shops are coming to nyc ! : the sale of the season hosted by lucky magazine with grammy winner jennifer hudson ,  starts november 1 .  .  . ",2,"lucky shops are coming to nyc ! : the sale of the season hosted by lucky magazine with grammy winner jennifer hudson , starts november <NUM> . . ."
"garbage bin ye too kahar he dha diya  .  .  .  .  this was my actual childhood dream ,  aur final exam tekken 3 ka ya king of fighters ka  !  ! ",2,"garbage bin ye too kahar he dha diya . . . . this was my actual childhood dream , aur final exam tekken <NUM> ka ya king of fighters ka ! !"
3.58.... ohhh cant wait :),2,<NUM>.... ohhh cant wait :)
yippee  !  !  !  friends i got free 3gb 3g mobile internet for 1 month in just 2 minute stuff . ,2,yippee ! ! ! friends i got free <NUM>gb <NUM>g mobile internet for <NUM> month in just <NUM> minute stuff .
"guddu mummy ko cheat kar rha hai ,  bad habbit guddu",0,"guddu mummy ko cheat kar rha hai , bad habbit guddu"
pilaun tujhe paani :),1,pilaun tujhe paani :)
"@someUSER hello aaron ,  will you be with israel tomorrow night ? ",1,"@someuser hello aaron , will you be with israel tomorrow night ?"
I love uuuuuii salman khaaan ;-);-);-);-),2,i love uuuuuii salman khaaan ;-);-);-);-)
Aa jao bhai,1,aa jao bhai
"i'm far too stressed about finishing this essay for tomorrow ,  so i shall minimise it and play temple run .  #problemsolved",1,"i'm far too stressed about finishing this essay for tomorrow , so i shall minimise it and play temple run . #problemsolved"
@someUSER @someUSER you can't be serious you're acting as if parker just sat down for those rings .  parker makes the spurs what they r,0,@someuser @someuser you can't be serious you're acting as if parker just sat down for those rings . parker makes the spurs what they r
kai baar to charo ke charo bakwaas game hi nikalte the,1,kai baar to charo ke charo bakwaas game hi nikalte the
tu gaana gaa  .  .  .  .  humko aajkal h intezaar koi aaye leke pyar  .  .  .  .  .  n ye soch pagle jab tere dost ko pta chlega ki tune uske liye kya sacrifice kiya h tab u ll more imp for him den dat gal  .  .  . ,2,tu gaana gaa . . . . humko aajkal h intezaar koi aaye leke pyar . . . . . n ye soch pagle jab tere dost ko pta chlega ki tune uske liye kya sacrifice kiya h tab u ll more imp for him den dat gal . . .
"imma need brook lopez to get more aggressive on the boards .  7 feet tall ,  c'mon son",1,"imma need brook lopez to get more aggressive on the boards . <NUM> feet tall , c'mon son"
Bs thk h ,2,bs thk h
Lag Hrami 😏😒😒 😅😂 ,0,lag hrami 😏😒😒 😅😂
rumaal phek kar seat booking karne wali suvida ban karni chaiye #railbudget2015,2,rumaal phek kar seat booking karne wali suvida ban karni chaiye #railbudget<NUM>
es apps ko downlod kro sare,1,es apps ko downlod kro sare
"@someUSER oh yes ,  never a dull moment !  !  looking forward to just rafa &amp; bronte tomorrow !  nice to be busy though !  hope boys ok ! ",2,"@someuser oh yes , never a dull moment ! ! looking forward to just rafa &amp; bronte tomorrow ! nice to be busy though ! hope boys ok !"
bhai pls kabhi mathura bhi aao na yaha apke diwane bhare pade hai .pls kabhi yaha bhi darshan do apke fans pagal ho jayenge apko dekhkr bhai,2,bhai pls kabhi mathura bhi aao na yaha apke diwane bhare pade hai .pls kabhi yaha bhi darshan do apke fans pagal ho jayenge apko dekhkr bhai
okk bhai jaan,1,okk bhai jaan
Ke kar rha h ,1,ke kar rha h
can't wait until april 7 going to see riri in concert,2,can't wait until april <NUM> going to see riri in concert
Bolo ,1,bolo
just to let u know whats happening ,0,just to let u know whats happening
@hankypanty beef milega show pe? #beefban,1,@hankypanty beef milega show pe? #beefban
Yahi hai abhi to ,1,yahi hai abhi to
anonymous asked: would we have a chance at seeing you for topless tuesday ?  http/URL,1,anonymous asked: would we have a chance at seeing you for topless tuesday ? http/url
Han woi to .. ambigious ,1,han woi to .. ambigious
"chutiyuon ki sarkar hai, chutiyapa to hota hi rahega #beefban",0,"chutiyuon ki sarkar hai, chutiyapa to hota hi rahega #beefban"
Hmto chdnge nai bhai ki movie 1st day 1st show,1,hmto chdnge nai bhai ki movie <NUM>st day <NUM>st show
Try  kar  liyo  warns  lyt  h ,1,try kar liyo warns lyt h
@gurmeetramrahim #blockbustermsg ji pitaji.3 times i saw msg1 in theatre and every time i felt a unique happiness. i don't want to lose it.,2,@gurmeetramrahim #blockbustermsg ji pitaji.<NUM> times i saw msg<NUM> in theatre and every time i felt a unique happiness. i don't want to lose it.
hare toh hare ...apne ghar ke tv kyon break kar rahe ho ...loss pe loss...😉😉 try again after 4 yrs #cantbeatindia #indvspak #wc2015,1,hare toh hare ...apne ghar ke tv kyon break kar rahe ho ...loss pe loss...😉😉 try again after <NUM> yrs #cantbeatindia #indvspak #wc<NUM>
childhood is best part of life,2,childhood is best part of life
bhai kha hai aap,1,bhai kha hai aap
anna je bhi fix ho gye h,0,anna je bhi fix ho gye h
chl kaam khtm kr ,1,chl kaam khtm kr
Sahi kara ,0,sahi kara
Class attendance waala ,0,class attendance waala
koi shoaib akhtar ko washroom me kyu nai bandh kar deta!! #indvspak,0,koi shoaib akhtar ko washroom me kyu nai bandh kar deta!! #indvspak
didnt the 49ers learn from the nfc championship game back in january ? ,1,didnt the <NUM>ers learn from the nfc championship game back in january ?
bollywood prem bollywood fitness pleyar bollywood king bollywood god,2,bollywood prem bollywood fitness pleyar bollywood king bollywood god
it's not about what you say in your manifesto .   . it's about stay in power after 49 days .  .  .  . ,1,it's not about what you say in your manifesto . . it's about stay in power after <NUM> days . . . .
cheeeta h londa,2,cheeeta h londa
4 to baj Gaye,1,<NUM> to baj gaye
Aaj carg bookg ki yaar ,2,aaj carg bookg ki yaar
Tu Kisi ki math sunn ,1,tu kisi ki math sunn
Jaao apne fans se baat karlo sab wait kare h,1,jaao apne fans se baat karlo sab wait kare h
"rt @_high_five: girls, you can't have bf now #beefban",0,"rt @_high_five: girls, you can't have bf now #beefban"
mujhe politics me koi khas interest nahi,1,mujhe politics me koi khas interest nahi
"you can totally hear a guy from the 2nd floor singing from the top of his lungs to  "" what makes you beautiful ""  .  lol . ",1,"you can totally hear a guy from the <NUM>nd floor singing from the top of his lungs to "" what makes you beautiful "" . lol ."
modi kuch bole wo sb sahi ho jata h ..... bt agr koi aur politician kuch achcha bi bol de toh sare bjp wale uspr attack kr dete h .... ,0,modi kuch bole wo sb sahi ho jata h ..... bt agr koi aur politician kuch achcha bi bol de toh sare bjp wale uspr attack kr dete h ....
morning me thand me kaise nahata hai guddu  .  .  ajkl to baraf nikal rhi hai nal se :p,0,morning me thand me kaise nahata hai guddu . . ajkl to baraf nikal rhi hai nal se :p
nonsensical vulgar #aibroast is cool but a movie spreading social wellness is creepy. i haven't watched them though. lol #blockbustermsg,0,nonsensical vulgar #aibroast is cool but a movie spreading social wellness is creepy. i haven't watched them though. lol #blockbustermsg
Phir mai wahi algo waala le lunga ,1,phir mai wahi algo waala le lunga
2nd night parker has been on it  .  . boy oh boy,0,<NUM>nd night parker has been on it . . boy oh boy
aap headed by a negative personality arwind fit as opposition leader .  that will be nice fr delhi . ,2,aap headed by a negative personality arwind fit as opposition leader . that will be nice fr delhi .
"#unionbudget2015 reactions: bjp lauds 'historical' budget, congress calls it 'jugglery of words' http://t.co/a0vjjb9ax2",1,"#unionbudget<NUM> reactions: bjp lauds 'historical' budget, congress calls it 'jugglery of words' http://t.co/a<NUM>vjjb<NUM>ax<NUM>"
dil to hai hindustani,1,dil to hai hindustani
bahut khoob .  .  . aisa english environment raha to guddu ko oxford university mai jaane se koi nahi rook sakta :p :),2,bahut khoob . . . aisa english environment raha to guddu ko oxford university mai jaane se koi nahi rook sakta :p :)
Mast  h  yaar  mumbai ,0,mast h yaar mumbai
Mojh par ik ehsaan karna k moj par koe ehsman na karna,1,mojh par ik ehsaan karna k moj par koe ehsman na karna
Bhiya ji mujhe ek chota mota roll de dena dabbang three me,1,bhiya ji mujhe ek chota mota roll de dena dabbang three me
what you got man  .  .  .  .  ?  ?  ?  ?  it is written by a girl and as you are not indian you may not know what is score  !  !  ! ,0,what you got man . . . . ? ? ? ? it is written by a girl and as you are not indian you may not know what is score ! ! !
Subah subah ,1,subah subah
Nahi hoga toh le lena ,1,nahi hoga toh le lena
where is the match being played? sure not in home turf? amazing fans! (y) #cwc15 #indvssa,1,where is the match being played? sure not in home turf? amazing fans! (y) #cwc<NUM> #indvssa
"she said that some day soon ,  the sun was gonna shine .  and she .  .  . couldn't have been more wrong !  my valentine . ",0,"she said that some day soon , the sun was gonna shine . and she . . . couldn't have been more wrong ! my valentine ."
they are hereee !  i'm so envy those who just met them at the klia especially who took pictures w nick j :( tomorrow is my turn ! ,1,they are hereee ! i'm so envy those who just met them at the klia especially who took pictures w nick j :( tomorrow is my turn !
@someUSER haha .  you know i cant deal with athens after last saturday .  hear their ignorant asses talk about the game .  lord help me,0,@someuser haha . you know i cant deal with athens after last saturday . hear their ignorant asses talk about the game . lord help me
jhootha kejri .  .  .  i don't like u,0,jhootha kejri . . . i don't like u
"@someUSER oh ,  it is ,  tomorrow is jason wu fashion show !  !  you would love ! ",2,"@someuser oh , it is , tomorrow is jason wu fashion show ! ! you would love !"
@gurmeetramrahim #blockbustermsg thnks papa g.. aapnu v bhut bhut mubarkan papa g.. 'happy shivraatri' http://t.co/i3isa4t0in,1,@gurmeetramrahim #blockbustermsg thnks papa g.. aapnu v bhut bhut mubarkan papa g.. 'happy shivraatri' http://t.co/i<NUM>isa<NUM>t<NUM>in
Abbe  admi  thak  Gaya  h  profile  picture  waala  khada  khada ,1,abbe admi thak gaya h profile picture waala khada khada
raat k 12 bje b kr lenge ...ap aao to sahi,1,raat k <NUM> bje b kr lenge ...ap aao to sahi
what loook bhai jaan,2,what loook bhai jaan
kaya punya uang aje  !  :p rt: @someUSER ac milan reportedly want miralem pjanic to join the san siro in january (corriere dello sport),1,kaya punya uang aje ! :p rt: @someuser ac milan reportedly want miralem pjanic to join the san siro in january (corriere dello sport)
Mam namastey ,2,mam namastey
@someUSER @someUSER another center ?  gagner is a good cheap 2nd line option that we can afford and keep the kids . ,2,@someuser @someuser another center ? gagner is a good cheap <NUM>nd line option that we can afford and keep the kids .
alg che,1,alg che
guddu ka bag hai ya parachute ?  :p,1,guddu ka bag hai ya parachute ? :p
but modi and party also thug they are promise makers result nothing,0,but modi and party also thug they are promise makers result nothing
"#cwc15: mohd irfan with the new ball, rohit to take strike. ball to come down from about 10 feet. http://t.co/ueir0e9hwc #indvspak",1,"#cwc<NUM>: mohd irfan with the new ball, rohit to take strike. ball to come down from about <NUM> feet. http://t.co/ueir<NUM>e<NUM>hwc #indvspak"
Han han ,2,han han
rt @harjinder5786: @gurmeetramrahim #msgincinemas sab aapki rehmt hi hai ji,2,rt @harjinder<NUM>: @gurmeetramrahim #msgincinemas sab aapki rehmt hi hai ji
ajj #indvsuae ka match kitne baje hai?,1,ajj #indvsuae ka match kitne baje hai?
Aj kal k modern students teachers ko v nai chhodte yar huhh ,0,aj kal k modern students teachers ko v nai chhodte yar huhh
Yeh movie koi muslim nhi dekhega kyun k yeh movie chalne wala nhi h,0,yeh movie koi muslim nhi dekhega kyun k yeh movie chalne wala nhi h
faisal .  .  .  .  . boondi ke packet hotey hai laddoo nahi .  .  . aiiiyeeeee .  .  .  !  !  !  !  ! ,0,faisal . . . . . boondi ke packet hotey hai laddoo nahi . . . aiiiyeeeee . . . ! ! ! ! !
"arvind kajriwal ko nahi mujhe cm banao ,  sab kuch free kar dunga",0,"arvind kajriwal ko nahi mujhe cm banao , sab kuch free kar dunga"
"published a new blog entry november 18 -  "" otherwise known as sheila the great ""  in art in the county .  http/URL",2,"published a new blog entry november <NUM> - "" otherwise known as sheila the great "" in art in the county . http/url"
chitra ki kunnjiya .  .  .  .  . hahahaha so funny yar,2,chitra ki kunnjiya . . . . . hahahaha so funny yar
"two weapons of mahatma gandhi .  ,  ,  ,  ,  ,  ,  non violence and truth",1,"two weapons of mahatma gandhi . , , , , , , non violence and truth"
"i want to watch the vow ,  so guess whose gonna watch that tomorrow night ,  . with tissues ?  !  ----&gt;&gt;&gt; thiss girl :))",1,"i want to watch the vow , so guess whose gonna watch that tomorrow night , . with tissues ? ! ----&gt;&gt;&gt; thiss girl :))"
